Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,189.72000122070312,187.25999450683594,189.2899932861328,188.39999389648438,1865000.0,175.60516357421875
2015-01-05,187.41000366210938,184.66000366210938,187.25999450683594,185.08999633789062,2734600.0,172.5199737548828
2015-01-06,185.8800048828125,182.36000061035156,185.3699951171875,183.27000427246094,2245200.0,170.82357788085938
2015-01-07,185.91000366210938,184.22999572753906,184.72999572753906,185.55999755859375,2305500.0,172.95803833007812
2015-01-08,189.0500030517578,187.07000732421875,187.1300048828125,188.82000732421875,1739900.0,175.99664306640625
2015-01-09,189.33999633789062,186.64999389648438,189.3000030517578,187.22999572753906,2525200.0,174.5146484375
2015-01-12,187.60000610351562,185.19000244140625,187.4600067138672,185.83999633789062,1847500.0,173.21902465820312
2015-01-13,188.41000366210938,183.89999389648438,187.22000122070312,185.35000610351562,2156400.0,172.76231384277344
2015-01-14,184.39999389648438,182.11000061035156,183.10000610351562,184.25999450683594,5216300.0,171.74632263183594
2015-01-15,185.25,182.39999389648438,184.8800048828125,182.5399932861328,1939400.0,170.14312744140625
2015-01-16,185.0800018310547,182.08999633789062,182.30999755859375,184.8000030517578,1472700.0,172.24964904785156
2015-01-20,185.89999389648438,183.5800018310547,185.6199951171875,185.25999450683594,1637300.0,172.6784210205078
2015-01-21,186.74000549316406,184.3000030517578,184.77000427246094,186.22999572753906,1586000.0,173.5825653076172
2015-01-22,189.14999389648438,185.60000610351562,187.08999633789062,189.0800018310547,6074100.0,176.23899841308594
2015-01-23,189.02000427246094,187.7899932861328,188.72000122070312,188.0399932861328,3109600.0,175.26962280273438
2015-01-26,188.50999450683594,186.92999267578125,187.7899932861328,188.41000366210938,2018000.0,175.61447143554688
2015-01-27,187.17999267578125,185.02000427246094,186.13999938964844,185.94000244140625,1979100.0,173.31222534179688
2015-01-28,187.32000732421875,183.35000610351562,187.27000427246094,183.49000549316406,2530800.0,171.0286407470703
2015-01-29,185.52999877929688,182.2100067138672,183.74000549316406,185.27000427246094,4338100.0,172.68775939941406
2015-01-30,185.3800048828125,182.6300048828125,183.9600067138672,182.99000549316406,2302500.0,170.56259155273438
2015-02-02,185.25999450683594,181.47000122070312,183.5,185.08999633789062,3397800.0,172.5199737548828
2015-02-03,187.86000061035156,185.7899932861328,186.1300048828125,187.7899932861328,1434400.0,175.03659057617188
2015-02-04,188.35000610351562,186.64999389648438,187.02999877929688,187.14999389648438,1860700.0,174.44004821777344
2015-02-05,189.19000244140625,187.85000610351562,187.88999938964844,189.0500030517578,1033800.0,176.21104431152344
2015-02-06,190.0500030517578,187.94000244140625,189.49000549316406,188.52000427246094,1454700.0,175.71702575683594
2015-02-09,188.58999633789062,187.22000122070312,187.80999755859375,187.66000366210938,2289300.0,174.91543579101562
2015-02-10,189.92999267578125,187.85000610351562,188.82000732421875,189.66000366210938,1797500.0,176.7795867919922
2015-02-11,190.22999572753906,188.77999877929688,189.50999450683594,189.7899932861328,1744400.0,176.9007568359375
2015-02-12,191.64999389648438,190.47000122070312,190.6999969482422,191.5500030517578,2008500.0,178.54127502441406
2015-02-13,192.44000244140625,191.4600067138672,191.72000122070312,192.38999938964844,1072900.0,179.32415771484375
2015-02-17,192.8800048828125,191.7899932861328,192.07000732421875,192.6999969482422,1699800.0,179.61314392089844
2015-02-18,192.77999877929688,192.0,192.27999877929688,192.74000549316406,1862900.0,179.65042114257812
2015-02-19,192.97000122070312,191.88999938964844,192.08999633789062,192.61000061035156,1017500.0,179.52926635742188
2015-02-20,193.82000732421875,191.4499969482422,192.1300048828125,193.77999877929688,1374000.0,180.61981201171875
2015-02-23,193.72999572753906,193.02999877929688,193.49000549316406,193.72999572753906,1497600.0,180.5731964111328
2015-02-24,194.49000549316406,193.42999267578125,193.69000244140625,194.3000030517578,1244100.0,181.1044921875
2015-02-25,194.64999389648438,193.7100067138672,194.13999938964844,194.08999633789062,1983600.0,180.9087371826172
2015-02-26,194.14999389648438,193.2100067138672,193.99000549316406,193.8699951171875,994200.0,180.70367431640625
2015-02-27,194.0500030517578,193.19000244140625,193.77000427246094,193.1999969482422,966500.0,180.0791778564453
2015-03-02,194.47000122070312,193.3000030517578,193.30999755859375,194.47000122070312,1016600.0,181.262939453125
2015-03-03,194.02000427246094,192.69000244140625,193.9600067138672,193.63999938964844,1387600.0,180.48928833007812
2015-03-04,193.0500030517578,191.72999572753906,193.0,192.8300018310547,1497500.0,179.7342987060547
2015-03-05,193.3300018310547,192.47999572753906,193.14999389648438,193.0399932861328,1135700.0,179.93002319335938
2015-03-06,192.5500030517578,189.94000244140625,192.0,190.30999755859375,1815400.0,177.3854522705078
2015-03-09,191.47000122070312,190.4199981689453,190.52000427246094,191.1199951171875,1131500.0,178.1404571533203
2015-03-10,189.6300048828125,187.97000122070312,189.57000732421875,187.97999572753906,2390000.0,175.2136688232422
2015-03-11,188.47000122070312,187.47000122070312,188.25999450683594,187.5399932861328,1857400.0,174.80355834960938
2015-03-12,190.0,188.1999969482422,188.2100067138672,189.9600067138672,2646900.0,177.05921936035156
2015-03-13,189.7899932861328,187.6199951171875,189.67999267578125,188.8000030517578,1792200.0,175.97801208496094
2015-03-16,191.3800048828125,189.5500030517578,189.58999633789062,191.3800048828125,1054100.0,178.3828125
2015-03-17,191.1300048828125,189.8300018310547,190.47999572753906,190.72999572753906,1460700.0,177.77694702148438
2015-03-18,193.75999450683594,189.49000549316406,190.1699981689453,193.0,2287400.0,179.8927764892578
2015-03-19,192.85000610351562,191.75,192.55999755859375,192.11000061035156,1372000.0,179.06321716308594
2015-03-20,194.38999938964844,193.1300048828125,193.19000244140625,193.85000610351562,1350100.0,180.68502807617188
2015-03-23,193.49000549316406,192.49000549316406,192.85000610351562,192.52000427246094,704800.0,180.3609161376953
2015-03-24,192.85000610351562,191.3300018310547,192.3800048828125,191.39999389648438,1587000.0,179.31161499023438
2015-03-25,191.8699951171875,188.57000732421875,191.63999938964844,188.61000061035156,1216400.0,176.69784545898438
2015-03-26,189.14999389648438,187.14999389648438,187.8800048828125,188.13999938964844,1906100.0,176.2575225830078
2015-03-27,188.77999877929688,187.8300018310547,188.0399932861328,188.52999877929688,1837000.0,176.62289428710938
2015-03-30,191.19000244140625,189.72000122070312,189.75,190.8800048828125,1414500.0,178.82449340820312
2015-03-31,191.77999877929688,189.1699981689453,189.97999572753906,189.1999969482422,2764800.0,177.25057983398438
2015-04-01,189.1699981689453,187.47000122070312,189.1699981689453,188.58999633789062,3379700.0,176.67910766601562
2015-04-02,189.69000244140625,188.27000427246094,188.47000122070312,189.14999389648438,1803500.0,177.20372009277344
